iter	Passed	Remaining
517	4432	4124
518	4441	4115
519	4449	4107
520	4457	4098
521	4466	4090
522	4475	4081
523	4483	4072
524	4491	4064
525	4500	4055
526	4509	4047
527	4518	4039
528	4527	4031
529	4536	4022
530	4544	4014
531	4552	4005
532	4561	3996
533	4569	3987
534	4578	3979
535	4587	3970
536	4596	3962
537	4604	3953
538	4612	3945
539	4621	3936
540	4629	3928
541	4638	3919
542	4646	3910
543	4655	3902
544	4663	3893
545	4672	3885
546	4680	3876
547	4688	3867
548	4697	3859
549	4706	3850
550	4715	3842
551	4723	3833
552	4732	3825
553	4740	3816
554	4748	3807
555	4756	3798
556	4765	3790
557	4774	3782
558	4783	3773
559	4791	3765
560	4799	3756
561	4808	3747
562	4816	3738
563	4825	3730
564	4833	3721
565	4841	3712
566	4850	3703
567	4858	3695
568	4867	3686
569	4876	3678
570	4884	3670
571	4893	3661
572	4902	3653
573	4910	3644
574	4919	3636
575	4927	3627
576	4935	3618
577	4944	3609
578	4952	3600
579	4962	3593
580	4970	3584
581	4979	3576
582	4988	3567
583	4996	3559
584	5005	3550
585	5013	3541
586	5022	3533
587	5030	3524
588	5038	3515
589	5046	3507
590	5055	3498
591	5063	3489
592	5071	3481
593	5080	3472
594	5088	3463
595	5097	3455
596	5106	3446
597	5114	3438
598	5122	3429
599	5131	3421
600	5139	3412
601	5148	3403
602	5157	3395
603	5165	3386
604	5173	3378
605	5182	3369
606	5191	3360
607	5199	3352
608	5207	3343
609	5216	3335
610	5224	3326
611	5233	3317
612	5241	3309
613	5249	3300
614	5258	3292
615	5266	3283
616	5275	3274
617	5283	3266
618	5292	3257
619	5300	3248
620	5308	3240
621	5317	3231
622	5326	3223
623	5334	3214
624	5342	3205
625	5352	3198
626	5361	3189
627	5370	3181
628	5378	3172
629	5387	3163
630	5395	3155
631	5403	3146
632	5412	3137
633	5420	3129
634	5429	3120
635	5437	3112
636	5445	3103
637	5454	3094
638	5463	3086
639	5471	3077
640	5480	3069
641	5489	3061
642	5497	3052
643	5506	3043
644	5514	3035
645	5523	3026
646	5531	3018
647	5541	3009
648	5550	3001
649	5558	2992
650	5566	2984
651	5575	2975
652	5583	2967
653	5592	2958
654	5600	2950
655	5609	2941
656	5617	2932
657	5626	2924
658	5635	2915
659	5643	2907
660	5651	2898
661	5660	2889
662	5668	2881
663	5677	2872
664	5686	2864
665	5694	2855
666	5702	2846
667	5710	2838
668	5719	2829
669	5728	2821
670	5737	2813
671	5745	2804
672	5754	2795
673	5762	2787
674	5770	2778
675	5779	2770
676	5788	2761
677	5797	2753
678	5805	2744
679	5814	2736
680	5823	2727
681	5831	2719
682	5839	2710
683	5848	2701
684	5857	2693
685	5865	2684
686	5874	2676
687	5883	2667
688	5891	2659
689	5899	2650
690	5908	2641
691	5917	2633
692	5925	2625
693	5934	2616
694	5942	2608
695	5951	2599
696	5959	2590
697	5967	2581
698	5976	2573
699	5984	2564
700	5992	2556
701	6001	2547
702	6009	2538
703	6018	2530
704	6026	2521
705	6034	2513
706	6043	2504
707	6051	2495
708	6059	2487
709	6068	2478
710	6076	2469
711	6085	2461
712	6094	2453
713	6103	2444
714	6111	2436
715	6120	2427
716	6128	2419
717	6137	2410
718	6145	2401
719	6154	2393
720	6162	2384
721	6171	2376
722	6179	2367
723	6188	2359
724	6196	2350
725	6205	2342
726	6214	2333
727	6223	2325
728	6232	2317
729	6241	2308
730	6249	2299
731	6258	2291
732	6266	2282
733	6275	2274
734	6283	2265
735	6292	2257
736	6301	2248
737	6309	2239
738	6317	2231
739	6325	2222
740	6334	2213
741	6343	2205
742	6352	2197
743	6360	2188
744	6369	2180
745	6377	2171
746	6386	2163
747	6395	2154
748	6403	2146
749	6412	2137
750	6420	2128
751	6429	2120
752	6438	2111
753	6447	2103
754	6455	2094
755	6463	2086
756	6473	2078
757	6481	2069
758	6490	2060
759	6499	2052
760	6507	2043
761	6516	2035
762	6524	2026
763	6533	2018
764	6541	2009
765	6550	2001
766	6558	1992
767	6567	1983
768	6575	1975
769	6584	1966
770	6592	1958
771	6600	1949
772	6608	1940
773	6617	1932
774	6626	1923
775	6635	1915
776	6643	1906
777	6652	1898
778	6661	1889
779	6669	1881
780	6677	1872
781	6686	1863
782	6694	1855
783	6703	1846
784	6711	1838
785	6720	1829
786	6729	1821
787	6737	1812
788	6746	1804
789	6755	1795
790	6763	1787
791	6771	1778
792	6780	1769
793	6789	1761
794	6797	1752
795	6806	1744
796	6815	1735
797	6823	1727
798	6833	1719
799	6842	1710
800	6851	1702
801	6859	1693
802	6868	1684
803	6876	1676
804	6885	1667
805	6893	1659
806	6902	1650
807	6910	1642
808	6919	1633
809	6928	1625
810	6937	1616
811	6945	1608
812	6954	1599
813	6962	1590
814	6971	1582
815	6980	1574
816	6989	1565
817	6998	1557
818	7006	1548
819	7016	1540
820	7025	1531
821	7033	1523
822	7042	1514
823	7050	1505
824	7058	1497
825	7067	1488
826	7075	1480
827	7084	1471
828	7093	1463
829	7102	1454
830	7110	1446
831	7119	1437
832	7127	1428
833	7136	1420
834	7144	1411
835	7153	1403
836	7161	1394
837	7169	1386
838	7178	1377
839	7187	1368
840	7196	1360
841	7205	1352
842	7213	1343
843	7222	1335
844	7231	1326
845	7240	1317
846	7248	1309
847	7256	1300
848	7265	1292
849	7273	1283
850	7281	1274
851	7290	1266
852	7298	1257
853	7307	1249
854	7315	1240
855	7323	1232
856	7332	1223
857	7341	1214
858	7349	1206
859	7358	1197
860	7366	1189
861	7375	1180
862	7384	1172
863	7392	1163
864	7401	1155
865	7409	1146
866	7418	1138
867	7427	1129
868	7435	1120
869	7443	1112
870	7452	1103
871	7460	1095
872	7469	1086
873	7477	1078
874	7486	1069
875	7494	1060
876	7503	1052
877	7511	1043
878	7520	1035
879	7529	1026
880	7538	1018
881	7546	1009
882	7556	1001
883	7564	992
884	7573	984
885	7581	975
886	7590	966
887	7599	958
888	7607	949
889	7616	941
890	7624	932
891	7632	924
892	7641	915
893	7649	906
894	7657	898
895	7666	889
896	7674	881
897	7683	872
898	7691	864
899	7700	855
900	7709	847
901	7717	838
902	7725	829
903	7735	821
904	7743	812
905	7752	804
906	7761	795
907	7770	787
908	7778	778
909	7786	770
910	7795	761
911	7803	752
912	7811	744
913	7820	735
914	7828	727
915	7836	718
916	7845	710
917	7853	701
918	7862	692
919	7870	684
920	7879	675
921	7887	667
922	7895	658
923	7904	650
924	7912	641
925	7922	633
926	7930	624
927	7938	615
928	7947	607
929	7956	598
930	7965	590
931	7973	581
932	7981	573
933	7989	564
934	7998	556
935	8006	547
936	8014	538
937	8023	530
938	8031	521
939	8039	513
940	8048	504
941	8056	496
942	8065	487
943	8073	478
944	8082	470
945	8090	461
946	8099	453
947	8107	444
948	8117	436
949	8125	427
950	8133	419
951	8143	410
952	8152	402
953	8160	393
954	8169	384
955	8177	376
956	8186	367
957	8195	359
958	8203	350
959	8212	342
960	8220	333
961	8228	325
962	8236	316
963	8245	307
964	8254	299
965	8262	290
966	8271	282
967	8280	273
968	8288	265
969	8296	256
970	8305	248
971	8314	239
972	8322	230
973	8331	222
974	8340	213
975	8348	205
976	8357	196
977	8366	188
978	8374	179
979	8383	171
980	8392	162
981	8400	153
982	8408	145
983	8417	136
984	8425	128
985	8433	119
986	8442	111
987	8450	102
988	8458	94
989	8467	85
990	8475	76
991	8483	68
992	8493	59
993	8501	51
994	8510	42
995	8518	34
996	8527	25
997	8536	17
998	8544	8
999	8553	0
