iter	RMSE
230	81.27919334
231	81.26712848
232	81.25587763
233	81.24682469
234	81.23849752
235	81.22754712
236	81.22028974
237	81.2114791
238	81.20273638
239	81.19493665
240	81.18049208
241	81.17097338
242	81.16346467
243	81.1561729
244	81.1494014
245	81.14091505
246	81.12814541
247	81.11961921
248	81.11147328
249	81.0995414
250	81.08909668
251	81.0841718
252	81.07638219
253	81.06510513
254	81.05282916
255	81.04281631
256	81.03189058
257	81.02049189
258	81.00656225
259	81.00128727
260	80.99098711
261	80.98044553
262	80.96837225
263	80.96225488
264	80.95100269
265	80.93983208
266	80.93026519
267	80.91824466
268	80.9121473
269	80.90314782
270	80.89348438
271	80.88566454
272	80.87222659
273	80.86397446
274	80.85578868
275	80.84526396
276	80.83694471
277	80.82828694
278	80.81689369
279	80.80524046
280	80.79970485
281	80.79115127
282	80.78139419
283	80.77224272
284	80.76486407
285	80.75308666
286	80.74410608
287	80.73439944
288	80.72711392
289	80.71820569
290	80.7181894
291	80.70422779
292	80.69251083
293	80.67953745
294	80.66984091
295	80.66288243
296	80.65369938
297	80.64291213
298	80.63464162
299	80.61814925
300	80.60746453
301	80.60033882
302	80.59131088
303	80.58059478
304	80.57010897
305	80.55538564
306	80.54785718
307	80.5399361
308	80.53145651
309	80.5219306
310	80.51344119
311	80.50067926
312	80.48917053
313	80.48076053
314	80.47222892
315	80.45820091
316	80.44729565
317	80.43461815
318	80.42629141
319	80.42109788
320	80.41064947
321	80.40022641
322	80.3942694
323	80.3886885
324	80.37901092
325	80.37060814
326	80.3655411
327	80.35510615
328	80.34739495
329	80.33630137
330	80.32351818
331	80.31196523
332	80.30067096
333	80.29170367
334	80.28434594
335	80.27355661
336	80.25933558
337	80.25028435
338	80.24082337
339	80.2299234
340	80.2229195
341	80.21296722
342	80.20357994
343	80.19286223
344	80.18336979
345	80.17767721
346	80.16903078
347	80.15728391
348	80.14626633
349	80.13529741
350	80.12393575
351	80.11564107
352	80.10432029
353	80.09718826
354	80.08923671
355	80.08368669
356	80.07589626
357	80.07003613
358	80.05834905
359	80.04798443
360	80.03912998
361	80.02863906
362	80.02383262
363	80.01328712
364	80.00242728
365	79.99658207
366	79.98740507
367	79.97656827
368	79.96466698
369	79.95627777
370	79.94931019
371	79.93837245
372	79.92885813
373	79.92051965
374	79.91073049
375	79.90472975
376	79.89443347
377	79.88418677
378	79.87024025
379	79.86034786
380	79.84984635
381	79.8388623
382	79.82793888
383	79.81995181
384	79.81235015
385	79.8011229
386	79.79334141
387	79.78453335
388	79.77481775
389	79.76599611
390	79.76062617
391	79.75144649
392	79.73652049
393	79.72303958
394	79.71348764
395	79.70412923
396	79.69676156
397	79.68598389
398	79.67521397
399	79.66856797
400	79.65879672
401	79.65083029
402	79.64334188
403	79.63041848
404	79.62314937
405	79.61344372
406	79.60551161
407	79.59807736
408	79.5896665
409	79.58009864
410	79.57132973
411	79.5596541
412	79.55086452
413	79.54098372
414	79.52793545
415	79.51980558
416	79.50677583
417	79.49676845
418	79.48645333
419	79.47682799
420	79.46951972
421	79.45920711
422	79.44886001
423	79.44172427
424	79.4332218
425	79.42149313
426	79.41322969
427	79.40348479
428	79.39710077
429	79.38986331
430	79.38338401
431	79.37220951
432	79.3651082
433	79.35713304
434	79.34445042
435	79.33830082
436	79.33032888
437	79.3207892
438	79.31427484
439	79.30704696
440	79.29646091
441	79.28947269
442	79.28248505
443	79.27506523
444	79.26909826
445	79.25892649
446	79.24807255
447	79.23839511
448	79.22914247
449	79.22173162
450	79.21301788
451	79.20565901
452	79.20189083
453	79.19383493
454	79.18458546
455	79.17542944
456	79.16968399
457	79.16038989
458	79.15669663
459	79.15140797
460	79.14543665
461	79.13638831
462	79.12836079
463	79.11770821
464	79.11016086
465	79.09920894
466	79.08979696
467	79.08461243
468	79.07436582
469	79.06240326
470	79.05060399
471	79.04200725
472	79.03778469
473	79.02913679
474	79.02097679
475	79.00990259
476	79.0022727
477	78.99520281
478	78.98731683
479	78.97964804
480	78.96687476
481	78.95700512
482	78.94844064
483	78.93901976
484	78.93317661
485	78.92578994
486	78.91504878
487	78.90709194
488	78.89784554
489	78.88889505
490	78.8784851
491	78.873071
492	78.86235975
493	78.85253509
494	78.84409564
495	78.83643229
496	78.82878597
497	78.82042935
498	78.81186569
499	78.8066213
500	78.79496534
501	78.78954884
502	78.78417706
503	78.7778733
504	78.76864659
505	78.76027702
506	78.75038154
507	78.74138071
508	78.73673649
509	78.72978614
510	78.71680721
511	78.70746575
512	78.6971096
513	78.68915995
514	78.68433934
515	78.67128059
516	78.66611618
517	78.6577741
518	78.65085516
519	78.64638662
520	78.63873251
521	78.62976558
522	78.62241198
523	78.61480617
524	78.60429947
525	78.59620796
526	78.58703473
527	78.57549573
528	78.5671515
529	78.5603623
530	78.55001711
531	78.53909161
532	78.53333479
533	78.5250688
534	78.51788893
535	78.50731779
536	78.49991574
537	78.4923453
538	78.48690001
539	78.4782334
540	78.46547298
541	78.45864727
542	78.44902946
543	78.43899765
544	78.43240078
545	78.42394409
546	78.41864345
547	78.41302812
548	78.40498904
549	78.39884586
550	78.38996609
551	78.38162498
552	78.37513356
553	78.36756538
554	78.35623083
555	78.34406275
556	78.33595926
557	78.33237998
558	78.32204889
559	78.31509933
560	78.30907633
561	78.3040122
562	78.29763512
563	78.29286783
564	78.28432605
565	78.27979184
566	78.27036559
567	78.26166075
568	78.25334014
569	78.24273463
570	78.23663448
571	78.2294157
572	78.22257302
573	78.21444488
574	78.2071671
575	78.19793128
576	78.1923755
577	78.18440896
578	78.17666263
579	78.16642185
580	78.16022719
581	78.15100369
582	78.14063581
583	78.13497009
584	78.12811388
585	78.11769015
586	78.11058602
587	78.09818041
588	78.09263136
589	78.08785712
590	78.08278238
591	78.07474737
592	78.06949012
593	78.06218627
594	78.05765853
595	78.05083937
596	78.04048835
597	78.03393405
598	78.02591808
599	78.01778546
600	78.01021174
601	78.00361391
602	77.99694021
603	77.98893554
604	77.98166892
605	77.97013864
606	77.96234157
607	77.95588519
608	77.95068567
609	77.94104928
610	77.93397514
611	77.92783329
612	77.9183223
613	77.9119947
614	77.90368002
615	77.89769069
616	77.88987444
617	77.88199871
618	77.87640768
619	77.86973564
620	77.86355142
621	77.85464185
622	77.84551434
623	77.83814698
624	77.83126097
625	77.82207932
626	77.81229657
627	77.80328086
628	77.79813793
629	77.79061393
630	77.7848962
631	77.77663355
632	77.77193715
633	77.7625829
634	77.75466867
635	77.74544169
636	77.73701392
637	77.72903842
638	77.72070218
639	77.71322008
640	77.70877232
641	77.70190757
642	77.69477507
643	77.68449314
644	77.67516009
645	77.66768753
646	77.66302603
647	77.65614846
648	77.64648353
649	77.63982464
650	77.63441569
651	77.62477894
652	77.61509271
653	77.6053434
654	77.59896271
655	77.58833715
656	77.57751878
657	77.57020643
658	77.56416571
659	77.55743608
660	77.54859566
661	77.54217241
662	77.53487393
663	77.52570687
664	77.5195597
665	77.51234709
666	77.5055053
667	77.50065568
668	77.49181277
669	77.48751241
670	77.48130732
671	77.47234302
672	77.46486739
673	77.46100141
674	77.45371235
675	77.44300422
676	77.43358398
677	77.42470316
678	77.4165669
679	77.40620206
680	77.40277207
681	77.39244074
682	77.38327113
683	77.37304603
684	77.36513215
685	77.36025797
686	77.35193259
687	77.34398603
688	77.33495726
689	77.32603596
690	77.32136992
691	77.31502998
692	77.30888253
693	77.29958038
694	77.29343601
695	77.28914783
696	77.28222618
697	77.27552695
698	77.26852891
699	77.26297043
700	77.25719618
701	77.24768696
702	77.240953
703	77.22845399
704	77.22065921
705	77.21652708
706	77.20740337
707	77.20272944
708	77.19307339
709	77.18224357
710	77.17614561
711	77.16661366
712	77.16050092
713	77.15376162
714	77.14661971
715	77.13872802
716	77.12478604
717	77.11884517
718	77.10845227
719	77.09861049
720	77.09068616
721	77.08380568
722	77.0768568
723	77.07054476
724	77.06245019
725	77.05197152
726	77.04718193
727	77.04055329
728	77.0337128
729	77.02990942
730	77.02180401
731	77.01761609
732	77.01016991
733	77.00330315
734	76.99367414
735	76.98766742
736	76.97932488
737	76.97417124
738	76.96667313
739	76.96226817
740	76.95715004
741	76.9471674
742	76.94167921
743	76.93434014
744	76.92716561
745	76.92421094
746	76.91225953
747	76.90552262
748	76.89733383
749	76.89282924
750	76.88176557
751	76.87118462
752	76.86646002
753	76.85826668
754	76.85252018
755	76.84379593
756	76.8352299
757	76.82915262
758	76.82132778
759	76.81227775
760	76.8054628
761	76.7994172
762	76.79068497
763	76.78002703
764	76.77234245
765	76.76346464
766	76.75762335
767	76.74677415
768	76.73784225
769	76.73087166
770	76.72488427
771	76.71989012
772	76.71332339
773	76.70905806
774	76.7009297
775	76.69309958
776	76.68964896
777	76.68437935
778	76.6795799
779	76.66924538
780	76.66332236
781	76.65713678
782	76.65144444
783	76.64340296
784	76.63503035
785	76.62542463
786	76.61680313
787	76.61290713
788	76.60154386
789	76.59199734
790	76.58762613
791	76.57972213
792	76.5732599
793	76.56418867
794	76.55758722
795	76.54754517
796	76.5401635
797	76.53464849
798	76.52681609
799	76.51528127
800	76.50720122
801	76.50385484
802	76.49471831
803	76.48550731
804	76.47905988
805	76.46907762
806	76.45900578
807	76.45446961
808	76.44706107
809	76.44273505
810	76.43496683
811	76.43005207
812	76.42174327
813	76.41646812
814	76.4067974
815	76.40012955
816	76.39136489
817	76.38692258
818	76.37734599
819	76.36973932
820	76.36448037
821	76.35837194
822	76.35184124
823	76.34640422
824	76.3407097
825	76.33414155
826	76.32889746
827	76.32261368
828	76.31141047
829	76.30063744
830	76.29670468
831	76.28984404
832	76.28174648
833	76.27522435
834	76.26983296
835	76.26314462
836	76.2573798
837	76.24705899
838	76.24173245
839	76.23396578
840	76.22731143
841	76.21772324
842	76.20657329
843	76.19511659
844	76.18413231
845	76.17745407
846	76.16818823
847	76.16221178
848	76.15788485
849	76.14927985
850	76.14121628
851	76.13421233
852	76.13014403
853	76.12316657
854	76.11634759
855	76.11272399
856	76.10493527
857	76.10011637
858	76.09305566
859	76.08884708
860	76.08332509
861	76.0740135
862	76.06643875
863	76.0607172
864	76.05545467
865	76.04914877
866	76.03969433
867	76.03205289
868	76.02510268
869	76.01922522
870	76.01055048
871	76.00475481
872	75.99680993
873	75.99009139
874	75.98393869
875	75.97668742
876	75.96816184
877	75.96022879
878	75.95485528
879	75.94697582
880	75.93972735
881	75.93290081
882	75.92388621
883	75.91895055
884	75.91380993
885	75.9060892
886	75.90159949
887	75.89558052
888	75.88945772
889	75.88458115
890	75.87619848
891	75.86953905
892	75.8634532
893	75.85760257
894	75.8497502
895	75.84163253
896	75.83564687
897	75.82547607
898	75.81713765
899	75.80861283
900	75.80042914
901	75.79785806
902	75.7935988
903	75.7854143
904	75.77443405
905	75.76893172
906	75.76080791
907	75.75000973
908	75.74428386
909	75.73523576
910	75.72430043
911	75.72058484
912	75.71321961
913	75.70846967
914	75.69718979
915	75.69057404
916	75.68360443
917	75.67547181
918	75.6676418
919	75.65785193
920	75.647889
921	75.64035708
922	75.6360118
923	75.62834517
924	75.62274746
925	75.61422922
926	75.60869205
927	75.60072459
928	75.59269705
929	75.58684189
930	75.57808958
931	75.56887747
932	75.56060131
933	75.5553757
934	75.55043669
935	75.53992363
936	75.53579377
937	75.5312106
938	75.52474717
939	75.51895031
940	75.51479909
941	75.51032496
942	75.50061514
943	75.49326448
944	75.48523366
945	75.48155799
946	75.47638471
947	75.46789195
948	75.46112242
949	75.45677221
950	75.45132539
951	75.44184175
952	75.4362542
953	75.43128189
954	75.42693458
955	75.42052629
956	75.41370609
957	75.40526752
958	75.39911264
959	75.39346519
960	75.38817176
961	75.38430829
962	75.37996188
963	75.37220242
964	75.36446232
965	75.36059365
966	75.35308804
967	75.34272022
968	75.33821375
969	75.33226028
970	75.32697214
971	75.32272238
972	75.31831151
973	75.31226444
974	75.30103464
975	75.29452972
976	75.28964901
977	75.28305054
978	75.27870371
979	75.27111553
980	75.26623319
981	75.25404811
982	75.24878238
983	75.24322492
984	75.23723689
985	75.23122897
986	75.22172601
987	75.214743
988	75.21034881
989	75.2045777
990	75.19934162
991	75.18969697
992	75.18185304
993	75.17548758
994	75.16570463
995	75.1602168
996	75.15332875
997	75.14583374
998	75.13876873
999	75.13289986
