iter	Passed	Remaining
535	3706	3208
536	3714	3202
537	3722	3196
538	3730	3190
539	3738	3184
540	3747	3179
541	3756	3173
542	3764	3168
543	3772	3162
544	3781	3156
545	3790	3151
546	3799	3146
547	3806	3139
548	3810	3130
549	3816	3122
550	3820	3113
551	3824	3103
552	3828	3094
553	3832	3085
554	3842	3081
555	3850	3075
556	3856	3066
557	3862	3059
558	3866	3050
559	3871	3041
560	3875	3032
561	3879	3023
562	3883	3014
563	3887	3005
564	3891	2996
565	3895	2987
566	3899	2978
567	3904	2969
568	3908	2960
569	3912	2951
570	3916	2942
571	3920	2933
572	3924	2924
573	3928	2915
574	3933	2907
575	3937	2898
576	3941	2889
577	3945	2880
578	3949	2871
579	3953	2862
580	3957	2853
581	3962	2846
582	3967	2837
583	3971	2829
584	3976	2820
585	3980	2812
586	3984	2803
587	3989	2795
588	3994	2787
589	3998	2778
590	4003	2770
591	4008	2762
592	4013	2754
593	4018	2746
594	4023	2738
595	4028	2730
596	4032	2722
597	4037	2714
598	4042	2705
599	4046	2697
600	4051	2689
601	4055	2681
602	4060	2673
603	4065	2665
604	4069	2656
605	4073	2648
606	4078	2640
607	4082	2632
608	4087	2624
609	4092	2616
610	4096	2608
611	4101	2600
612	4106	2592
613	4110	2584
614	4114	2575
615	4119	2567
616	4123	2559
617	4127	2551
618	4132	2543
619	4136	2535
620	4141	2527
621	4145	2519
622	4149	2511
623	4154	2503
624	4158	2495
625	4163	2487
626	4168	2479
627	4173	2471
628	4177	2464
629	4182	2456
630	4186	2448
631	4191	2440
632	4195	2432
633	4200	2424
634	4204	2417
635	4209	2409
636	4214	2401
637	4218	2393
638	4223	2386
639	4228	2378
640	4233	2370
641	4237	2362
642	4241	2355
643	4246	2347
644	4250	2339
645	4254	2331
646	4259	2323
647	4263	2315
648	4267	2308
649	4271	2300
650	4276	2292
651	4280	2284
652	4286	2277
653	4290	2269
654	4294	2262
655	4299	2254
656	4304	2247
657	4308	2239
658	4313	2232
659	4318	2224
660	4322	2216
661	4326	2209
662	4332	2201
663	4336	2194
664	4342	2187
665	4346	2179
666	4351	2172
667	4355	2164
668	4359	2157
669	4363	2149
670	4369	2142
671	4373	2134
672	4377	2127
673	4382	2119
674	4387	2112
675	4391	2104
676	4396	2097
677	4401	2090
678	4405	2082
679	4410	2075
680	4414	2067
681	4419	2060
682	4424	2053
683	4428	2045
684	4432	2038
685	4437	2031
686	4441	2023
687	4446	2016
688	4450	2008
689	4455	2001
690	4459	1994
691	4463	1986
692	4468	1979
693	4472	1972
694	4477	1964
695	4481	1957
696	4485	1950
697	4490	1942
698	4495	1935
699	4499	1928
700	4504	1921
701	4508	1913
702	4512	1906
703	4517	1899
704	4522	1892
705	4526	1885
706	4530	1877
707	4535	1870
708	4539	1863
709	4544	1856
710	4549	1849
711	4553	1841
712	4557	1834
713	4562	1827
714	4566	1820
715	4570	1813
716	4575	1805
717	4580	1798
718	4584	1791
719	4589	1784
720	4594	1777
721	4598	1770
722	4603	1763
723	4607	1756
724	4612	1749
725	4616	1742
726	4621	1735
727	4626	1728
728	4631	1721
729	4635	1714
730	4640	1707
731	4644	1700
732	4649	1693
733	4653	1686
734	4658	1679
735	4662	1672
736	4667	1665
737	4671	1658
738	4676	1651
739	4680	1644
740	4684	1637
741	4689	1630
742	4693	1623
743	4698	1616
744	4702	1609
745	4707	1602
746	4711	1595
747	4716	1588
748	4725	1583
749	4735	1578
750	4744	1572
751	4753	1567
752	4762	1562
753	4771	1556
754	4780	1551
755	4788	1545
756	4797	1540
757	4807	1534
758	4815	1529
759	4824	1523
760	4834	1518
761	4842	1512
762	4851	1506
763	4860	1501
764	4869	1495
765	4877	1490
766	4887	1484
767	4896	1479
768	4906	1473
769	4914	1468
770	4923	1462
771	4932	1456
772	4941	1451
773	4950	1445
774	4959	1439
775	4967	1433
776	4975	1428
777	4984	1422
778	4992	1416
779	5001	1410
780	5011	1405
781	5019	1399
782	5028	1393
783	5037	1387
784	5046	1382
785	5055	1376
786	5063	1370
787	5073	1364
788	5082	1359
789	5091	1353
790	5101	1348
791	5109	1341
792	5118	1336
793	5127	1330
794	5136	1324
795	5147	1319
796	5157	1313
797	5166	1307
798	5175	1302
799	5184	1296
800	5193	1290
801	5202	1284
802	5211	1278
803	5220	1272
804	5228	1266
805	5237	1260
806	5246	1254
807	5254	1248
808	5263	1242
809	5272	1236
810	5280	1230
811	5290	1224
812	5299	1218
813	5308	1213
814	5317	1207
815	5326	1201
816	5336	1195
817	5345	1189
818	5354	1183
819	5363	1177
820	5371	1171
821	5380	1165
822	5389	1159
823	5397	1152
824	5405	1146
825	5413	1140
826	5421	1134
827	5430	1128
828	5440	1122
829	5454	1117
830	5465	1111
831	5475	1105
832	5485	1099
833	5494	1093
834	5504	1087
835	5514	1081
836	5524	1075
837	5533	1069
838	5542	1063
839	5551	1057
840	5560	1051
841	5570	1045
842	5580	1039
843	5590	1033
844	5600	1027
845	5610	1021
846	5621	1015
847	5630	1009
848	5639	1002
849	5647	996
850	5655	990
851	5665	984
852	5673	977
853	5682	971
854	5690	965
855	5699	958
856	5708	952
857	5717	946
858	5725	939
859	5734	933
860	5742	927
861	5750	920
862	5759	914
863	5768	907
864	5776	901
865	5785	895
866	5794	888
867	5802	882
868	5811	876
869	5820	869
870	5829	863
871	5837	856
872	5846	850
873	5855	844
874	5863	837
875	5871	831
876	5879	824
877	5888	818
878	5897	811
879	5906	805
880	5915	798
881	5923	792
882	5932	786
883	5940	779
884	5949	773
885	5958	766
886	5966	760
887	5975	753
888	5984	747
889	5993	740
890	6001	734
891	6010	727
892	6019	721
893	6028	714
894	6036	708
895	6044	701
896	6052	695
897	6061	688
898	6070	681
899	6079	675
900	6087	668
901	6096	662
902	6104	655
903	6112	649
904	6120	642
905	6129	635
906	6138	629
907	6146	622
908	6155	616
909	6163	609
910	6171	602
911	6180	596
912	6188	589
913	6196	583
914	6204	576
915	6213	569
916	6222	563
917	6231	556
918	6239	549
919	6248	543
920	6256	536
921	6264	529
922	6272	523
923	6281	516
924	6290	510
925	6298	503
926	6307	496
927	6315	490
928	6324	483
929	6332	476
930	6341	470
931	6349	463
932	6357	456
933	6366	449
934	6374	443
935	6382	436
936	6391	429
937	6400	423
938	6408	416
939	6416	409
940	6425	402
941	6434	396
942	6442	389
943	6451	382
944	6459	375
945	6469	369
946	6477	362
947	6485	355
948	6494	349
949	6502	342
950	6511	335
951	6519	328
952	6528	321
953	6536	315
954	6544	308
955	6552	301
956	6562	294
957	6571	288
958	6580	281
959	6589	274
960	6598	267
961	6607	261
962	6617	254
963	6626	247
964	6635	240
965	6644	233
966	6652	227
967	6662	220
968	6671	213
969	6679	206
970	6688	199
971	6697	192
972	6707	186
973	6716	179
974	6725	172
975	6733	165
976	6742	158
977	6751	151
978	6760	145
979	6769	138
980	6778	131
981	6786	124
982	6795	117
983	6804	110
984	6813	103
985	6822	96
986	6831	89
987	6839	83
988	6848	76
989	6856	69
990	6865	62
991	6874	55
992	6883	48
993	6892	41
994	6901	34
995	6909	27
996	6919	20
997	6927	13
998	6936	6
999	6945	0
